aid,anno,posizione,corrispondente,n_autori,wid
5000005424,2021,middle,False,6,W3196719896
5000009381,2022,middle,False,4,W4226365456
5000010949,2020,middle,False,4,W3119034563
5000026575,2021,middle,False,12,W3119786062
5000034551,2021,middle,False,8,W3142837074
5000037110,2021,middle,False,6,W3179680410
5000042874,2021,middle,False,5,W3217652996
5000048328,2022,middle,False,5,W4385573574
5000068719,2021,last,False,3,W3184980173
5000075012,2021,middle,False,7,W3212375254
5000078382,2021,middle,False,15,W3160766462
5000079751,2021,middle,False,5,W4205878222
5000080119,2021,middle,False,7,W3156394741
5000080545,2020,middle,False,8,W3110734869
5000082032,2022,middle,False,15,W4313251083
5000083284,2020,middle,True,12,W3094540663
5000087838,2022,middle,False,6,W4225642295
5000093992,2021,last,True,2,W3185676108
5000095574,2020,middle,False,13,W3117450517
5000102767,2021,last,False,3,W3204303572
5000106586,2021,last,False,4,W3198385690
5000111344,2022,last,False,5,W4285163830
5000115067,2021,first,False,4,W3185146124
5000121999,2021,first,False,4,W3211053344
5000122982,2022,middle,False,6,W4312493728
5000123568,2021,last,False,3,W3176887776
5000126238,2020,middle,False,22,W2979826702
5000136854,2020,last,False,3,W3204623544
5000141065,2020,middle,False,4,W3037285953
5000141628,2020,middle,False,3,W3094172275
5000141831,2022,last,False,10,W4285162243
5000166596,2022,middle,False,15,W4286480083
5000171798,2020,last,False,4,W3177839047
5000172750,2020,last,False,3,W3088822130
5000178744,2021,middle,False,6,W3201511955
5000188805,2021,middle,False,8,W3205927779
5000213321,2021,middle,False,7,W3205913984
5000214180,2022,middle,False,14,W4296886067
5000215170,2021,middle,False,4,W3197486099
5000215807,2022,middle,False,5,W4385572714
5000223629,2022,first,True,19,W4285211735
5000229374,2021,middle,False,3,W3156794988
5000232528,2021,middle,True,5,W3177219653
5000235008,2022,middle,False,10,W4226102430
5000263913,2019,last,False,4,W2990098892
5000298412,2019,last,False,4,W2968959040
5000312734,2020,last,False,7,W3103519070
5000314950,2020,middle,False,4,W3035407756
5000323469,2022,middle,False,5,W4212781518
5000327522,2022,middle,False,9,W4289985750
5000334344,2020,last,False,3,W3034849249
5000339878,2022,middle,True,5,W3095156104
5000345038,2022,middle,True,4,W3210380065
5000349069,2020,middle,False,5,W3035218869
5000357955,2021,middle,False,5,W3183579868
5000361724,2020,last,False,4,W3114980413
5000383993,2022,middle,False,11,W4229034605
5000400480,2022,first,False,3,W4312596239
5000408509,2022,middle,False,19,W4297977478
5000408865,2021,first,False,9,W3197349023
5000409439,2019,middle,True,5,W2991433488
5000416532,2022,last,False,3,W4289534020
5000436275,2022,middle,False,6,W4312965142
5000437338,2022,middle,False,3,W4226074601
5000444026,2021,middle,True,6,W3177599311
5000452220,2022,last,False,3,W4313854628
5000468844,2020,middle,False,3,W3117922048
5000475040,2021,last,False,3,W3153852290
5000475226,2021,middle,False,5,W4200182705
5000489917,2020,last,False,2,W3116902116
5000491132,2020,last,False,5,W3115198665
5000492580,2022,last,False,2,W4320801462
5000503591,2021,middle,False,11,W3189279073
5000527265,2021,middle,False,3,W3156293590
5000530309,2020,last,False,4,W3091973425
5000531950,2020,middle,False,9,W3011058458
5000537746,2020,middle,False,5,W3131290958
5000556967,2020,middle,False,3,W3087780320
5000560558,2022,middle,False,10,W3207878700
5000564739,2022,middle,False,5,W4289550913
5000615413,2022,last,False,3,W4309997703
5000617157,2020,last,False,4,W3121024243
5000629645,2022,last,False,7,W4320801657
5000649835,2022,middle,False,5,W4321510578
5000658598,2019,first,False,2,W2991227596
5000677611,2021,middle,False,4,W3157867677
5000683013,2021,first,True,3,W3156316299
5000683692,2020,last,False,5,W3106408139
5000684736,2021,last,False,3,W3173345969
5000688713,2022,last,False,9,W3138081324
5000692949,2022,middle,False,5,W4285045050
5000695937,2022,middle,False,9,W4312727366
5000707990,2020,middle,False,6,W3096650070
5000730473,2020,middle,False,6,W3096650070
5000731827,2022,first,False,3,W4224063383
5000753987,2019,last,False,4,W2978004179
5000755750,2021,first,True,14,W3172695159
5000756601,2022,middle,False,4,W4285820252
5000777798,2021,first,False,4,W4210999213
5000802351,2022,last,False,5,W4312480353
5000811147,2022,middle,False,9,W4312866343
5000812814,2022,middle,False,5,W4313229660
5000819439,2022,middle,False,5,W4224310864
5000822269,2020,last,False,4,W3005276590
5000830883,2022,first,False,4,W4313307261
5000831279,2021,first,True,8,W3207095490
5000839824,2021,middle,False,11,W3153662254
5000850685,2019,middle,False,7,W2911489562
5000851163,2022,last,False,5,W4386159765
5000872203,2022,middle,False,5,W4312177081
5000874697,2019,last,False,3,W2945236904
5000881869,2021,last,False,7,W3212290569
5000882682,2022,middle,False,7,W4282936491
5000905065,2022,middle,False,10,W4312068410
5000916925,2021,middle,False,10,W3201165747
5000933827,2022,middle,False,4,W4292847819
5000936680,2022,last,False,5,W4306317060
5000942192,2021,middle,False,7,W3152694464
5000942708,2021,middle,False,6,W3210221975
5000943271,2022,first,False,9,W4312656272
5000947559,2021,first,False,17,W4200213155
5000959052,2019,last,False,7,W2980867338
5000959775,2019,middle,False,6,W3004179129
5000963620,2019,last,False,2,W2995157073
5000966033,2021,middle,False,4,W3155937544
5000976863,2022,last,False,6,W4296312164
5000977599,2022,middle,False,7,W4284975662
5000985243,2021,middle,False,5,W3177275514
5000988425,2022,last,False,6,W4207010576
5000998458,2022,middle,False,3,W4312463730
5001012932,2022,first,False,6,W4301184456
5001013367,2021,first,False,7,W4206198736
5001022750,2022,last,False,3,W4283799640
5001027068,2022,middle,False,16,W4320024158
5001027226,2022,last,False,6,W4280631063
5001039604,2022,middle,False,5,W4287854446
5001048013,2022,middle,False,7,W4225497281
5001082066,2019,middle,False,4,W2970307457
5001082656,2019,middle,False,5,W2980216782
5001087917,2021,last,False,6,W3149762969
5001097474,2022,last,False,3,W4308424096
5001104882,2019,middle,False,6,W3016781606
5001117578,2021,middle,False,4,W4200232400
5001121325,2022,last,False,2,W4224243228
5001154916,2022,first,False,5,W4316021298
5001163027,2022,middle,False,4,W3205715971
5001187074,2020,first,True,1,W3115031019
5001188316,2022,middle,False,8,W4285306574
5001188748,2022,last,False,9,W4210827199
5001193136,2022,middle,False,5,W4226365911
5001201422,2020,last,False,3,W3037093597
5001203301,2022,middle,True,3,W4309647895
5001212991,2022,last,True,8,W4302009313
5001227032,2021,last,False,3,W3185008966
5001227049,2022,middle,False,3,W4226334468
5001237595,2019,middle,False,6,W2953612029
5001257681,2022,first,False,5,W4301146083
5001275374,2021,last,False,2,W3214664069
5001277622,2021,middle,False,7,W3170972077
5001279680,2020,last,False,14,W3122807568
5001291873,2020,middle,False,5,W3097882114
5001294898,2021,last,False,3,W3176409842
5001296486,2022,middle,False,15,W4226277421
5001300162,2021,last,False,3,W3163841364
5001306222,2021,middle,False,15,W3160766462
5001306335,2021,last,False,7,W3204995882
5001326226,2021,middle,False,4,W3157805235
5001364620,2022,last,True,2,W3193671171
5001366030,2020,first,False,3,W3116361778
5001371942,2021,last,False,4,W3175674388
5001373862,2022,middle,False,3,W4287854647
5001388944,2022,last,False,8,W4281875425
5001402526,2020,middle,False,5,W3080562041
5001408607,2020,middle,False,11,W3040155247
5001419875,2022,first,True,2,W4226229891
5001420166,2021,middle,False,4,W3207576805
5001421911,2022,middle,False,3,W4312547704
5001422049,2021,middle,False,3,W3213705241
5001438384,2021,last,False,3,W3153224075
5001443156,2021,last,False,3,W3165153695
5001445783,2022,last,False,3,W4294974793
5001453355,2021,middle,False,8,W3211356157
5001457706,2022,last,False,7,W4301392676
5001459748,2019,last,False,2,W2952570576
5001459810,2021,middle,False,6,W3201396039
5001467582,2022,first,True,4,W4313420306
5001473233,2022,middle,False,4,W4229079862
5001476445,2021,first,False,2,W3210728438
5001488518,2022,last,False,7,W4385573556
5001500450,2022,last,False,4,W4295904088
5001529504,2020,first,False,5,W3113610426
5001530562,2022,last,True,4,W4221152141
5001533038,2021,first,False,2,W3217329272
5001533588,2020,middle,False,5,W3035678232
5001571390,2020,middle,False,7,W2996854111
5001574496,2021,middle,False,18,W3164777966
5001584274,2021,middle,False,4,W3190162807
5001599037,2022,middle,False,11,W4287855194
5001599295,2019,middle,False,7,W2951221758
5001601327,2020,middle,False,7,W3015246548
5001607102,2022,middle,False,6,W4287512390
5001613337,2022,middle,False,3,W4294662652
5001616422,2022,middle,True,5,W4293092947
5001616788,2020,last,False,3,W3011510812
5001638640,2022,first,False,2,W4220906824
5001643829,2022,middle,False,5,W4281719801
5001647402,2022,first,False,3,W4287854890
5001656472,2022,middle,False,6,W4360996547
5001666028,2022,last,False,8,W4361020108
5001679413,2022,middle,False,9,W4313036289
5001681126,2021,middle,False,9,W3196890347
5001693750,2020,first,False,4,W3089573765
5001695309,2022,last,False,6,W4304099169
5001715707,2022,middle,False,8,W4285228085
5001715786,2021,middle,False,15,W3197281475
5001746215,2020,first,True,3,W2998738125
5001751044,2020,last,False,4,W3036914761
5001773781,2021,middle,False,8,W3193951565
5001795601,2022,last,False,8,W3207961486
5001822572,2021,middle,False,11,W3189279073
5001830342,2022,middle,False,15,W4313251083
5001841464,2022,middle,False,8,W4282049100
5001868646,2021,middle,False,7,W3153115344
5001872735,2022,middle,False,5,W4312265323
5001877137,2021,middle,False,6,W3208789749
5001889488,2019,middle,False,6,W2989400327
5001909797,2019,middle,False,5,W2984639880
5001914535,2019,last,False,3,W2988115511
5001947944,2020,last,False,5,W3089347855
5001948899,2022,middle,False,5,W4313330995
5001955372,2020,middle,False,6,W3101082165
5001956187,2020,middle,False,5,W3035449958
5001956210,2021,middle,False,4,W3214646912
5001961716,2020,last,False,4,W3103838460
5001981431,2021,last,True,6,W3176398418
5001984598,2022,last,False,4,W4385573265
5001984674,2021,middle,False,3,W3174499303
5002030503,2022,last,False,19,W4225164540
5002042909,2020,last,False,3,W3080238567
5002060759,2020,last,False,4,W3037285953
5002084962,2022,middle,False,3,W4286384723
5002085979,2022,middle,False,7,W4312678820
5002088499,2021,middle,False,7,W3152694464
5002103749,2021,last,False,2,W4206115791
5002115688,2020,middle,False,4,W3196747313
5002119636,2022,last,False,6,W4312931032
5002120708,2022,last,False,2,W4309080199
5002127716,2021,middle,True,6,W3213998394
5002149105,2019,middle,False,6,W3004179129
5002153093,2021,middle,False,5,W3130825283
5002165918,2022,middle,False,4,W4287887236
5002174692,2022,middle,False,5,W4385574062
5002182453,2019,middle,False,5,W2970521905
5002183883,2021,last,False,3,W4200565673
5002191410,2021,last,False,3,W4225808286
5002194830,2022,middle,False,7,W4313730715
5002196974,2021,middle,False,6,W3175306105
5002208999,2020,first,False,8,W3130911940
5002210013,2022,middle,True,5,W4303437844
5002212943,2021,first,False,3,W3206721867
5002218750,2021,first,False,2,W3183943918
5002220583,2022,middle,False,8,W4286368122
5002232506,2022,middle,False,5,W4292794834
5002241280,2020,first,False,5,W3037979089
5002275070,2022,middle,False,5,W4297818301
5002278578,2020,last,False,4,W3104788521
5002282690,2021,last,False,2,W3176995500
5002288369,2020,last,False,3,W3103699753
5002289161,2021,middle,False,3,W3162962341
5002291803,2022,middle,False,7,W4221043384
5002301422,2021,middle,False,7,W4205731455
5002311337,2019,first,False,6,W2970785793
5002340412,2021,middle,False,3,W3153852290
5002341443,2022,middle,False,7,W4293517975
5002360024,2022,middle,False,8,W4281756951
5002364120,2020,last,True,4,W3005576497
5002372483,2021,middle,False,4,W4200435900
5002373133,2021,middle,False,6,W4200051180
5002380437,2020,middle,False,15,W3037369528
5002381418,2022,first,False,12,W4280500332
5002391274,2022,last,True,5,W4283785634
5002394922,2021,last,False,4,W3212389293
5002398665,2021,middle,False,3,W3157513057
5002404808,2021,first,False,6,W3198763610
5002406417,2022,middle,False,5,W4312989333
5002418613,2022,last,False,2,W3206105327
5002419188,2020,last,False,4,W3034284249
5002419451,2019,last,False,5,W2984227554
5002426346,2020,last,False,4,W3101703188
5002433660,2021,first,False,6,W4210690962
5002442105,2020,last,False,5,W3173226725
5002462356,2021,last,False,4,W3210396964
5002474493,2022,last,True,3,W4285304803
5002474708,2022,last,False,2,W4308419420
5002475090,2022,middle,False,8,W4311812798
5002493210,2022,middle,False,18,W4310811141
5002499277,2020,middle,False,3,W3100727892
5002501266,2020,middle,False,5,W3093259129
5002503342,2019,last,False,3,W2998907024
5002518694,2019,middle,False,5,W2985881660
5002523892,2020,last,False,6,W3068336208
5002524545,2022,last,True,2,W4313415584
5002526108,2022,middle,False,5,W3166284356
5002528092,2021,first,False,6,W4205371973
5002528433,2022,first,False,2,W4385894658
5002528469,2022,middle,False,9,W3096436001
5002530990,2021,middle,False,7,W3205784907
5002536077,2022,last,False,2,W4224916926
5002539501,2022,middle,False,3,W4381248552
5002548520,2021,last,False,4,W3152019416
5002549511,2020,last,False,3,W3114208363
5002555329,2019,middle,False,5,W2970648896
5002571994,2022,middle,False,6,W4312814531
5002572296,2020,middle,False,4,W3116434366
5002599549,2022,last,False,4,W4318604498
5002601871,2021,first,False,5,W3127619158
5002603134,2022,middle,False,3,W4225726449
5002609594,2021,last,True,5,W3201554886
5002612388,2022,middle,False,3,W4281768709
5002623428,2022,middle,False,6,W4283266728
5002623953,2022,middle,False,9,W4385573007
5002625178,2022,middle,False,5,W4225136345
5002626040,2022,middle,False,5,W4361792302
5002627051,2021,middle,False,7,W3175991076
5002627939,2020,last,False,5,W3107973541
5002628427,2021,first,False,3,W3216452752
5002630102,2022,first,False,5,W4287887766
5002631807,2021,middle,True,9,W3137401156
5002634184,2022,middle,False,11,W4385573280
5002634808,2022,first,False,6,W4312253643
5002655608,2022,middle,False,9,W4303614118
5002661723,2020,middle,False,4,W3099215402
5002668522,2022,first,False,4,W4213084070
5002676236,2022,middle,False,20,W4281708620
5002684888,2022,middle,False,19,W4285211735
5002689250,2021,last,False,2,W4200023091
5002702999,2022,first,False,11,W4281779085
5002705720,2020,last,False,3,W3174294314
5002713029,2022,middle,False,7,W4285742007
5002719138,2022,last,False,2,W4312570309
5002740493,2021,first,False,4,W3177277450
5002746311,2020,middle,False,8,W3100262863
5002755684,2022,middle,False,17,W4292829068
5002764716,2022,middle,True,5,W4313531568
5002765890,2021,last,False,2,W3128963901
5002778538,2020,middle,False,6,W3104746486
5002795838,2021,last,False,5,W3181252431
5002797542,2021,middle,False,18,W3189296823
5002809454,2022,middle,False,4,W4294011860
5002810304,2022,middle,True,3,W4385573838
5002810541,2021,first,False,4,W3215143984
5002813297,2021,middle,False,5,W3136098199
5002822427,2021,first,False,3,W4206784538
5002836245,2021,middle,False,11,W3189205905
5002848015,2021,middle,False,5,W3155825510
5002855381,2022,middle,False,4,W4303628775
5002885872,2022,last,False,5,W4292829167
5002889503,2021,last,False,2,W3211848714
5002928269,2019,middle,False,3,W2970843291
5002942261,2019,middle,False,7,W2986629868
5002948518,2022,middle,True,6,W4292223319
5002971435,2022,middle,False,10,W4312501707
5002979461,2022,middle,False,4,W4283836186
5002981402,2021,middle,False,6,W3200851318
5003009126,2022,middle,False,6,W4221166007
5003022560,2022,last,True,4,W4311774868
5003025940,2021,middle,False,5,W3214816728
5003029072,2022,first,False,6,W4309344490
5003032564,2021,middle,False,11,W3189205905
5003032735,2021,middle,False,4,W3152120512
5003047329,2019,middle,False,9,W3004082545
5003076174,2020,last,False,4,W3090249280
5003076238,2021,middle,False,7,W3176721746
5003077083,2022,middle,False,5,W4285226694
5003092869,2022,middle,False,5,W4312454886
5003105685,2022,last,False,3,W4312894027
5003116834,2022,last,True,3,W4211090899
5003116915,2022,middle,True,7,W4311769525
5003125633,2019,middle,False,6,W2984008963
5003132155,2021,middle,False,5,W3138953784
5003140892,2020,first,False,2,W3161602381
5003152303,2022,first,True,3,W4210387393
5003156858,2020,middle,False,7,W3034731179
5003168176,2020,last,False,5,W3044384472
5003172151,2022,first,False,3,W4317382454
5003198271,2022,middle,False,6,W4226394973
5003203521,2022,middle,False,6,W4296312164
5003213649,2021,middle,False,9,W3209482800
5003217535,2019,middle,False,6,W2982275843
5003219699,2021,middle,False,3,W3174507191
5003220288,2021,middle,False,8,W3122060391
5003224545,2020,last,False,6,W3116711252
5003249945,2022,middle,False,7,W3093527386
5003257736,2021,last,False,5,W4205462791
5003269957,2021,first,False,7,W4231122779
5003275797,2020,middle,False,3,W3103298250
5003301022,2022,middle,False,6,W4283316904
5003304863,2022,last,False,5,W4313307622
5003317644,2019,first,False,5,W2970682957
5003324011,2020,middle,False,7,W2997585029
5003333136,2020,middle,False,4,W3116567268
5003335849,2019,last,False,3,W3098369808
5003354816,2022,first,True,3,W4287889470
5003384169,2021,middle,False,4,W3122542623
5003389639,2020,middle,False,5,W3099413717
5003393933,2022,last,False,4,W4225008299
5003396849,2022,middle,False,3,W4287887310
5003401464,2019,middle,False,8,W2970501962
5003416961,2020,middle,True,3,W3021523115
5003417915,2019,first,False,5,W2995969695
5003418485,2021,middle,False,6,W3196660344
5003420204,2021,middle,False,5,W3197324626
5003426221,2022,last,False,7,W4292794095
5003439569,2022,middle,False,7,W4309559560
5003446912,2020,middle,False,3,W3103370151
5003461093,2020,middle,True,4,W3026934743
5003473641,2021,middle,False,4,W3212021643
5003474730,2022,middle,False,8,W4287889957
5003483157,2020,last,False,2,W3012159372
5003484825,2021,middle,False,3,W4205388893
5003496440,2022,middle,False,4,W4283516025
5003520806,2022,last,False,4,W4220858660
5003528274,2020,first,False,3,W3012137864
5003550654,2019,last,False,6,W3005514250
5003557943,2021,middle,False,4,W3195666616
5003558571,2021,last,False,3,W4206348758
5003562224,2022,middle,False,10,W4285162243
5003566053,2021,middle,False,3,W3185274669
5003571051,2019,middle,False,5,W2990288623
5003578876,2022,first,False,6,W4306317833
5003587835,2021,middle,False,5,W4205091083
5003607066,2022,last,False,4,W4296068433
5003607819,2021,last,False,16,W3183988814
5003608618,2022,last,False,4,W4287854793
5003621523,2020,middle,False,6,W3100133897
5003625612,2022,last,False,4,W4296511187
5003632692,2021,middle,True,3,W3217564845
5003637850,2022,middle,False,4,W4385572854
5003638231,2021,last,False,3,W3118454585
5003640520,2021,last,False,10,W4248414713
5003653341,2019,last,True,3,W2973087366
5003673476,2020,last,False,2,W3109375587
5003679010,2022,last,False,2,W4285159263
5003690515,2021,middle,False,3,W3144667183
5003692107,2022,first,True,1,W4312450455
5003692270,2022,last,False,4,W4285605365
5003692772,2021,first,True,17,W3139150463
5003710781,2021,last,False,7,W3198233388
5003711513,2022,first,True,1,W4307492608
5003714034,2019,middle,False,3,W2953872833
5003717548,2022,middle,False,14,W4307582135
5003720552,2020,middle,False,6,W3119076394
5003725460,2022,middle,False,6,W4293253193
5003725957,2020,middle,False,8,W3016006013
5003730869,2020,middle,False,9,W3020206637
5003735433,2022,middle,False,8,W4301373587
5003737140,2022,middle,False,7,W4297818243
5003738065,2021,middle,False,6,W3177028045
5003746498,2022,middle,False,8,W4385574176
5003753939,2021,last,False,2,W3120249690
5003770809,2021,middle,False,6,W3153997766
5003774412,2021,middle,False,5,W3126315325
5003777693,2021,middle,False,3,W4226293266
5003777802,2021,middle,True,6,W3217728966
5003791447,2021,last,False,3,W3212869160
5003805192,2022,middle,False,9,W4214933845
5003809101,2021,last,False,3,W4205269420
5003814223,2021,last,False,3,W4226021270
5003830491,2020,first,True,3,W3101228803
5003833130,2021,middle,False,4,W4200232400
5003835661,2021,middle,False,5,W3174342531
5003853785,2021,middle,False,9,W3200523913
5003856741,2022,middle,False,7,W4296983878
5003870894,2019,last,False,2,W2953824385
5003875445,2021,last,False,7,W3157712880
5003884748,2021,first,False,3,W4210683284
5003885809,2020,middle,False,8,W2997793532
5003887059,2021,last,False,7,W4214701208
5003896409,2020,middle,False,3,W3045790525
5003924435,2019,first,False,7,W2972677859
5003933623,2019,last,False,3,W3004983594
5003948826,2021,last,False,3,W4200101290
5003964217,2020,middle,False,9,W4285751616
5003965204,2022,middle,True,13,W4310239597
5003976444,2021,middle,False,5,W4205888310
5003994256,2021,last,False,11,W3211148996
5003999741,2020,first,True,4,W3039423604
5004000951,2022,last,True,5,W4280503046
5004014878,2021,middle,False,8,W3204619801
5004036087,2021,middle,False,6,W4214663214
5004042624,2021,first,False,3,W4205471450
5004045226,2022,middle,False,3,W4297685754
5004081767,2021,last,False,6,W3207458021
5004086168,2020,last,False,4,W3012280586
5004094388,2020,first,False,3,W3032752329
5004096188,2021,middle,False,5,W3213250243
5004099467,2021,first,False,5,W4211178164
5004109655,2019,last,False,7,W2965536863
5004111307,2020,last,False,5,W3103522166
5004113066,2020,middle,False,5,W3104685001
5004115027,2022,middle,True,16,W4311711276
5004127158,2019,last,False,3,W3018965030
5004133705,2022,first,False,3,W4286266821
5004140094,2021,last,False,4,W3159890659
5004153371,2022,last,False,6,W4285242736
5004181572,2020,last,False,3,W3047140527
5004183420,2021,first,False,6,W3153973346
5004194238,2021,last,False,6,W3176472544
5004196006,2022,last,False,4,W4280547045
5004199452,2022,middle,False,9,W3197370269
5004201759,2022,middle,False,15,W4313251083
5004202420,2021,last,False,3,W3204949062
5004204048,2018,last,False,3,W2914655542
5004209720,2022,first,False,6,W4291908483
5004209770,2020,first,False,2,W3113924821
5004210985,2020,last,False,4,W3116878825
5004214531,2021,middle,False,4,W3136346046
5004217423,2022,middle,False,7,W4285283606
5004219694,2022,middle,True,5,W4229007392
5004224082,2019,last,False,3,W2972677162
5004229948,2022,middle,False,5,W4389009522
5004243536,2022,middle,False,6,W4385573177
5004245969,2020,middle,False,4,W3114968970
5004267853,2021,last,False,2,W3166204619
5004268590,2022,middle,True,4,W4385567355
5004281470,2021,last,True,2,W3156094121
5004286006,2021,middle,True,6,W3211959704
5004291375,2020,middle,False,13,W3016028808
5004292742,2020,middle,False,5,W3101111100
5004295653,2020,middle,False,6,W3035656139
5004299336,2020,middle,False,5,W3034668780
5004301353,2022,middle,False,14,W3205644108
5004305313,2019,first,False,3,W2977261044
5004305684,2022,last,False,2,W4283815582
5004324294,2020,last,False,6,W3113681927
5004328317,2021,last,False,2,W4206227781
5004328556,2021,first,False,6,W3175174987
5004352908,2022,middle,False,3,W4285148527
5004363895,2021,middle,False,7,W3113908264
5004365148,2021,middle,False,7,W3185041190
5004366934,2022,middle,False,3,W4293066609
5004372801,2022,first,False,6,W4311165836
5004384107,2019,middle,False,5,W2980813192
5004390455,2020,middle,False,6,W3012716314
5004393978,2022,middle,False,15,W4313251083
5004397011,2020,middle,False,4,W3015988193
5004398345,2020,last,False,3,W3102641573
5004402420,2022,middle,False,6,W4296069131
5004407926,2022,middle,False,7,W4287890983
5004412943,2019,last,False,4,W2898856000
5004418486,2022,middle,False,14,W4295761272
5004427885,2022,first,False,4,W4361733617
5004442899,2022,middle,False,4,W4281922639
5004444958,2022,middle,False,5,W4385567239
5004445404,2022,last,True,2,W3158663546
5004463973,2021,middle,False,6,W3129318751
5004474713,2022,middle,False,6,W4313527242
5004483487,2019,last,False,3,W2980731667
5004545243,2021,first,True,6,W3184285541
5004549615,2021,middle,False,3,W4210300724
5004569040,2022,first,False,3,W4285185775
5004579631,2020,middle,True,4,W3030056709
5004583134,2021,middle,False,6,W4200021102
5004590467,2022,middle,False,8,W4318147820
5004592091,2022,middle,False,3,W4313854628
5004596561,2021,first,False,4,W4206130444
5004599844,2021,middle,False,6,W4225688135
5004602106,2021,first,False,2,W3208821873
5004616142,2019,middle,False,8,W2941649920
5004625775,2021,middle,False,8,W4205384019
5004629670,2019,last,False,2,W2970485137
5004631854,2021,middle,False,11,W3203024440
5004643615,2022,last,False,6,W4310858572
5004652254,2022,middle,False,6,W4312602419
5004653709,2021,middle,False,9,W3137401156
5004655303,2021,first,False,5,W3192366713
5004659592,2022,middle,False,13,W3208687975
5004682067,2021,middle,False,5,W4213327237
5004688014,2020,middle,False,4,W3103089229
5004694827,2022,middle,False,7,W4285787147
5004699537,2021,middle,False,6,W4200440497
5004709508,2021,first,False,3,W4210300724
5004717608,2021,middle,False,7,W3170972077
5004720047,2021,middle,False,6,W4285355386
5004721205,2022,first,False,4,W4360765006
5004732284,2021,middle,False,6,W3126192030
5004732580,2021,middle,False,7,W3203961508
5004750246,2022,middle,False,5,W4214532801
5004753161,2022,first,False,6,W4312121033
5004759804,2020,last,False,6,W3114359485
5004760366,2022,last,False,2,W4293223548
5004770347,2022,last,False,12,W4285143611
5004770949,2019,first,False,3,W2974596429
5004777939,2022,middle,False,11,W4312142088
5004778663,2020,last,False,3,W3016042119
5004779687,2022,last,False,4,W4309122661
5004793184,2022,last,False,5,W4283797513
5004812994,2021,middle,False,4,W3212132373
5004829991,2021,last,False,3,W3202827312
5004857927,2020,middle,False,3,W3102042387
5004868515,2022,last,False,5,W4304080906
5004882141,2020,middle,False,6,W3034328552
5004894915,2021,first,False,2,W3204098685
5004895698,2022,middle,False,3,W4292787489
5004907832,2020,first,False,4,W3115599191
5004918186,2022,last,False,5,W4312708649
5004921249,2019,last,False,3,W2963188609
5004922965,2021,middle,False,6,W4205395483
5004924286,2021,middle,False,9,W3199079601
5004925367,2020,middle,False,3,W3143431740
5004946227,2021,middle,False,3,W3194795370
5004953265,2020,middle,False,3,W3035380217
5004953377,2021,last,False,3,W3199849862
5004959524,2022,middle,False,4,W4285227295
5004965166,2021,first,False,9,W3148246773
5004969615,2021,middle,False,6,W3209430997
5004970789,2022,middle,False,6,W4308146474
5004997843,2021,middle,False,8,W3206867815
5004999466,2022,middle,False,7,W4292295309
5005002693,2020,middle,False,6,W3107480012
5005003786,2022,middle,False,5,W4229082241
5005017697,2022,last,False,4,W4385573802
5005020376,2021,middle,False,25,W3204256746
5005027058,2021,last,False,2,W3208597397
5005040479,2022,last,True,2,W4295425581
5005050797,2020,last,False,6,W3116194881
5005052027,2021,middle,False,4,W3186778784
5005057675,2021,last,False,5,W3196778134
5005068793,2022,last,False,4,W4311167039
5005074637,2020,middle,False,4,W3095202034
5005088304,2021,first,False,3,W4210592015
5005091713,2020,last,False,5,W3090831139
5005092860,2022,middle,False,12,W4311863320
5005096692,2022,middle,False,6,W4284689326
5005107485,2021,middle,False,3,W4214894938
5005118558,2021,middle,False,3,W3210582988
5005130812,2020,middle,False,6,W3094741065
5005131176,2022,middle,False,10,W4316657902
5005135939,2020,middle,False,9,W3115081393
5005143333,2020,first,False,4,W3116807559
5005159978,2020,middle,False,6,W3105764023
5005163929,2020,middle,False,3,W3115653677
5005165943,2021,last,False,2,W4200259142
5005167596,2022,last,False,4,W4300054614
5005169817,2020,last,False,2,W3139347804
5005170146,2021,middle,False,7,W3172429379
5005192117,2022,last,False,5,W4292828962
5005207362,2019,middle,True,4,W2956138331
5005213202,2022,middle,False,3,W4287578763
5005221038,2022,middle,True,5,W4282922325
5005224649,2021,first,False,4,W4205430259
5005253980,2020,last,False,4,W3117527017
5005255629,2021,last,False,8,W3175096440
5005267835,2022,middle,False,5,W4312773760
5005274186,2021,last,True,3,W4200289363
5005277049,2021,middle,False,11,W4200627592
5005298264,2022,last,False,5,W4312317697
5005301360,2020,last,False,7,W3115990655
5005304261,2022,first,False,2,W4290995108
5005306821,2021,middle,False,6,W3186479087
5005315243,2019,last,False,4,W2970102799
5005328001,2022,last,False,6,W4385573951
5005333819,2022,middle,False,12,W4297914802
5005336295,2021,first,False,2,W3182483462
5005365762,2022,last,False,5,W4223560074
5005371696,2022,middle,False,15,W4287887979
5005377211,2020,middle,False,7,W3035365026
5005378965,2022,middle,False,4,W4221149301
5005382201,2020,middle,False,5,W3049185961
5005384561,2021,first,False,6,W4210817445
5005385745,2019,first,False,5,W2951211142
5005399871,2021,last,False,6,W3175986638
5005401414,2020,last,False,4,W3114100246
5005406384,2020,last,False,3,W3136112407
5005409420,2020,middle,False,4,W3104100020
5005411806,2019,middle,False,5,W2952682849
5005421447,2020,first,True,2,W3105470358
5005430934,2021,first,False,3,W3202995573
5005431144,2020,last,False,2,W3110543402
5005431772,2022,middle,False,8,W4385573045
